snowfall,date,season,continent,region,resort,day_of_year
0,2017-12-27 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,361
11,2017-12-28 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,362
12,2017-12-29 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,363
7,2017-12-30 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,364
2,2017-12-31 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,365
1,2018-01-01 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,1
1,2018-01-02 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,2
2,2018-01-03 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,3
0,2018-01-04 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,4
0,2018-01-05 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,5
0,2018-01-06 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,6
0,2018-01-07 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,7
0,2018-01-08 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,8
0,2018-01-09 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,9
0,2018-01-10 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,10
0,2018-01-11 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,11
0,2018-01-12 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,12
0,2018-01-13 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,13
0,2018-01-14 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,14
0,2018-01-15 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,15
0,2018-01-16 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,16
8,2018-01-17 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,17
6,2018-01-18 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,18
6,2018-01-19 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,19
3,2018-01-20 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,20
3,2018-01-21 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,21
21,2018-01-22 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,22
14,2018-01-23 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,23
0,2018-01-24 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,24
0,2018-01-25 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,25
0,2018-01-26 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,26
0,2018-01-27 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,27
0,2018-01-28 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,28
0,2018-01-29 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,29
0,2018-01-30 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,30
0,2018-01-31 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,31
0,2018-02-01 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,32
12,2018-02-02 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,33
0,2018-02-03 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,34
0,2018-02-04 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,35
0,2018-02-05 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,36
0,2018-02-06 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,37
0,2018-02-07 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,38
0,2018-02-08 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,39
0,2018-02-09 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,40
0,2018-02-10 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,41
0,2018-02-11 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,42
9,2018-02-12 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,43
9,2018-02-13 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,44
0,2018-02-14 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,45
0,2018-02-15 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,46
3,2018-02-16 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,47
0,2018-02-17 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,48
0,2018-02-18 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,49
0,2018-02-19 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,50
0,2018-02-20 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,51
0,2018-02-21 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,52
0,2018-02-22 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,53
0,2018-02-23 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,54
0,2018-02-24 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,55
0,2018-02-25 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,56
0,2018-02-26 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,57
0,2018-02-27 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,58
0,2018-02-28 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,59
0,2018-03-01 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,60
0,2018-03-02 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,61
0,2018-03-03 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,62
0,2018-03-04 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,63
0,2018-03-05 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,64
0,2018-03-06 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,65
0,2018-03-07 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,66
0,2018-03-08 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,67
0,2018-03-09 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,68
0,2018-03-10 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,69
0,2018-03-11 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,70
1,2018-03-12 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,71
0,2018-03-13 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,72
0,2018-03-14 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,73
0,2018-03-15 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,74
0,2018-03-16 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,75
0,2018-03-17 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,76
6,2018-03-18 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,77
6,2018-03-19 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,78
6,2018-03-20 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,79
6,2018-03-21 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,80
0,2018-03-22 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,81
0,2018-03-23 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,82
0,2018-03-24 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,83
0,2018-03-25 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,84
0,2018-03-26 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,85
0,2018-03-27 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,86
0,2018-03-28 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,87
4,2018-03-29 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,88
0,2018-03-30 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,89
5,2018-03-31 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,90
8,2018-04-01 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,91
0,2018-04-02 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,92
0,2018-04-03 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,93
0,2018-04-04 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,94
0,2018-04-05 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,95
0,2018-04-06 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,96
0,2018-04-07 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,97
0,2018-04-08 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,98
0,2018-04-09 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,99
0,2018-04-10 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,100
0,2018-04-16 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,106
0,2018-04-19 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,109
0,2018-04-23 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,113
0,2018-04-26 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,116
0,2018-04-29 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,119
0,2018-05-02 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,122
0,2018-05-05 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,125
0,2018-05-07 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,127
0,2018-06-09 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,160
0,2018-06-12 00:00:00+00:00,2017,Europe,bernese-oberland,adelboden,163
0,2016-11-08 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,313
0,2016-11-09 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,314
0,2016-11-10 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,315
9,2016-11-11 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,316
0,2016-11-12 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,317
0,2016-11-13 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,318
4,2016-11-14 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,319
0,2016-11-15 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,320
0,2016-11-16 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,321
0,2016-11-17 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,322
0,2016-11-18 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,323
0,2016-11-19 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,324
0,2016-11-20 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,325
0,2016-11-21 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,326
0,2016-11-22 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,327
0,2016-11-23 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,328
0,2016-11-24 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,329
0,2016-11-25 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,330
0,2016-11-26 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,331
0,2016-11-28 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,333
0,2016-11-29 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,334
0,2016-11-30 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,335
0,2016-12-01 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,336
0,2016-12-02 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,337
0,2016-12-03 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,338
0,2016-12-04 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,339
0,2016-12-05 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,340
0,2016-12-06 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,341
0,2016-12-07 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,342
0,2016-12-08 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,343
0,2016-12-09 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,344
0,2016-12-10 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,345
0,2016-12-11 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,346
0,2016-12-12 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,347
0,2016-12-13 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,348
0,2016-12-14 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,349
0,2016-12-15 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,350
0,2016-12-16 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,351
0,2016-12-17 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,352
0,2016-12-18 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,353
1,2016-12-19 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,354
0,2016-12-20 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,355
0,2016-12-21 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,356
0,2016-12-22 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,357
0,2016-12-23 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,358
0,2016-12-24 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,359
0,2016-12-25 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,360
0,2016-12-26 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,361
0,2016-12-27 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,362
0,2016-12-28 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,363
0,2016-12-29 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,364
0,2016-12-30 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,365
0,2016-12-31 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,366
0,2017-01-01 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,1
0,2017-01-02 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,2
2,2017-01-03 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,3
0,2017-01-04 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,4
5,2017-01-05 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,5
2,2017-01-06 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,6
0,2017-01-07 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,7
6,2017-01-08 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,8
0,2017-01-09 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,9
0,2017-01-10 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,10
4,2017-01-11 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,11
0,2017-01-12 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,12
2,2017-01-13 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,13
6,2017-01-14 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,14
4,2017-01-15 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,15
0,2017-01-16 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,16
4,2017-01-17 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,17
2,2017-01-18 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,18
0,2017-01-19 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,19
0,2017-01-20 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,20
0,2017-01-21 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,21
0,2017-01-22 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,22
0,2017-01-23 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,23
0,2017-01-24 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,24
0,2017-01-25 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,25
0,2017-01-26 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,26
0,2017-01-27 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,27
0,2017-01-28 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,28
0,2017-01-29 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,29
0,2017-01-30 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,30
0,2017-01-31 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,31
0,2017-02-01 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,32
0,2017-02-02 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,33
0,2017-02-03 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,34
0,2017-02-04 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,35
1,2017-02-05 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,36
12,2017-02-06 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,37
2,2017-02-07 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,38
2,2017-02-08 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,39
4,2017-02-09 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,40
0,2017-02-10 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,41
0,2017-02-11 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,42
0,2017-02-12 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,43
0,2017-02-13 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,44
0,2017-02-14 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,45
0,2017-02-15 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,46
0,2017-02-16 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,47
0,2017-02-17 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,48
2,2017-02-18 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,49
0,2017-02-19 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,50
0,2017-02-20 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,51
0,2017-02-21 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,52
0,2017-02-22 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,53
0,2017-02-23 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,54
1,2017-02-24 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,55
2,2017-02-25 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,56
0,2017-02-26 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,57
0,2017-02-27 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,58
2,2017-02-28 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,59
5,2017-03-01 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,60
0,2017-03-02 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,61
0,2017-03-03 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,62
0,2017-03-04 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,63
0,2017-03-05 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,64
2,2017-03-06 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,65
13,2017-03-07 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,66
4,2017-03-08 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,67
0,2017-03-09 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,68
0,2017-03-10 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,69
0,2017-03-11 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,70
0,2017-03-12 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,71
0,2017-03-13 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,72
0,2017-03-14 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,73
0,2017-03-15 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,74
0,2017-03-16 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,75
0,2017-03-17 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,76
0,2017-03-18 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,77
0,2017-03-19 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,78
0,2017-03-20 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,79
0,2017-03-21 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,80
0,2017-03-22 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,81
3,2017-03-23 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,82
0,2017-03-24 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,83
0,2017-03-25 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,84
0,2017-03-26 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,85
0,2017-03-27 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,86
0,2017-03-28 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,87
0,2017-03-29 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,88
0,2017-03-30 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,89
0,2017-03-31 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,90
0,2017-04-01 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,91
0,2017-04-02 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,92
0,2017-04-03 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,93
0,2017-04-04 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,94
2,2017-04-05 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,95
0,2017-04-06 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,96
0,2017-04-07 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,97
0,2017-04-08 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,98
0,2017-04-09 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,99
0,2017-04-10 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,100
0,2017-04-11 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,101
0,2017-04-12 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,102
0,2017-04-14 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,104
0,2017-04-15 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,105
0,2017-04-16 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,106
1,2017-04-17 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,107
4,2017-04-18 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,108
2,2017-04-19 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,109
4,2017-04-20 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,110
0,2017-04-21 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,111
0,2017-04-22 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,112
0,2017-04-23 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,113
0,2017-04-24 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,114
2,2017-04-26 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,116
4,2017-04-27 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,117
10,2017-04-28 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,118
0,2017-05-02 00:00:00+00:00,2016,Europe,bernese-oberland,adelboden,122
0,2015-11-06 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,310
0,2015-11-07 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,311
0,2015-11-08 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,312
0,2015-11-09 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,313
0,2015-11-10 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,314
0,2015-11-13 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,317
0,2015-11-14 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,318
0,2015-11-15 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,319
0,2015-11-16 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,320
0,2015-11-17 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,321
0,2015-11-18 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,322
0,2015-11-19 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,323
0,2015-11-20 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,324
4,2015-11-21 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,325
0,2015-11-22 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,326
0,2015-11-23 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,327
10,2015-11-24 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,328
2,2015-11-25 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,329
13,2015-11-26 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,330
0,2015-11-27 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,331
0,2015-11-28 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,332
0,2015-11-29 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,333
0,2015-11-30 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,334
0,2015-12-01 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,335
0,2015-12-02 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,336
0,2015-12-03 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,337
0,2015-12-04 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,338
0,2015-12-05 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,339
0,2015-12-06 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,340
0,2015-12-07 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,341
0,2015-12-08 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,342
0,2015-12-09 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,343
0,2015-12-10 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,344
0,2015-12-11 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,345
0,2015-12-12 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,346
0,2015-12-13 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,347
0,2015-12-14 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,348
0,2015-12-15 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,349
0,2015-12-16 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,350
0,2015-12-17 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,351
0,2015-12-18 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,352
0,2015-12-19 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,353
0,2015-12-20 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,354
0,2015-12-21 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,355
0,2015-12-22 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,356
0,2015-12-23 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,357
0,2015-12-24 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,358
0,2015-12-25 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,359
0,2015-12-26 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,360
0,2015-12-27 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,361
0,2015-12-28 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,362
0,2015-12-29 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,363
0,2015-12-30 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,364
0,2015-12-31 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,365
0,2016-01-01 00:00:00+00:00,2015,Europe,bernese-oberland,adelboden,1
